Team,Phase,Season,Venue,Opponent,Match Result,Player,Role,Runs Scored,Balls Faced,Strike Rate,Economy Rate,Wickets Taken,Dot Ball Percentage,Performance vs Team,Bowling Economy vs Team,Rolling Strike Rate,Rolling Economy Rate,Consistency Score
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Win,JO Holder,Batter,1,3,33.33,,,66.67,33.33333333,,33.33,10.32,75.60005654
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Win,JO Holder,Batter,16,10,160,,,40,160,,96.665,7.76,75.60005654
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Loss,JO Holder,Batter,8,3,266.67,,,0,266.6666667,,153.3333333,7.715,75.60005654
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Loss,JO Holder,Batter,13,4,325,,,25,325,,196.25,6,75.60005654
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Loss,JO Holder,Batter,10,6,166.67,,,16.67,166.6666667,,190.334,,75.60005654
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,JO Holder,Batter,0,2,0,,,100,0,,183.668,,75.60005654
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Win,K Gowtham,Batter,1,3,33.33,,,66.67,33.33333333,,33.33,5.64,129.5011687
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Loss,K Gowtham,Batter,6,1,600,,,0,600,,316.665,6.136666667,129.5011687
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,K Gowtham,Batter,1,2,50,,,50,50,,227.7766667,5.73,129.5011687
Lucknow Super Giants,Death Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Loss,K Gowtham,Batter,11,4,275,,,25,275,,239.5825,6.46,129.5011687
Lucknow Super Giants,Death Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Win,K Gowtham,Batter,17,18,94.44,,,55.56,94.44444444,,210.554,,129.5011687
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Loss,KH Pandya,Batter,1,1,100,,,0,100,,100,5.4175,77.64811834
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Win,KH Pandya,Batter,19,14,135.71,,,28.57,135.7142857,,117.855,5.223333333,77.64811834
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Loss,KH Pandya,Batter,6,3,200,,,33.33,200,,145.2366667,4.085,77.64811834
Lucknow Super Giants,Death Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Win,KH Pandya,Batter,0,1,0,,,100,0,,108.9275,3.5,77.64811834
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Delhi Capitals,Loss,KH Pandya,Batter,9,9,100,,,33.33,100,,107.142,,77.64811834
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Gujarat Titans,Loss,KH Pandya,Batter,21,13,161.54,,,15.38,161.5384615,,119.45,,77.64811834
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Loss,KH Pandya,Batter,10,6,166.67,,,16.67,166.6666667,,125.642,,77.64811834
Lucknow Super Giants,Death Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Win,KH Pandya,Batter,0,1,0,,,100,0,,85.642,,77.64811834
Lucknow Super Giants,Death Overs,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Loss,KH Pandya,Batter,5,3,166.67,,,33.33,166.6666667,,118.976,,77.64811834
Lucknow Super Giants,Death Overs,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Loss,KH Pandya,Batter,4,2,200,,,50,200,,138.976,,77.64811834
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Loss,KH Pandya,Batter,2,2,100,,,0,100,,126.668,,77.64811834
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Win,KH Pandya,Batter,1,1,100,,,0,100,,113.334,,77.64811834
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,KH Pandya,Batter,33,20,165,,,35,165,,146.334,,77.64811834
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Loss,KH Pandya,Batter,15,11,136.36,,,18.18,136.3636364,,140.272,,77.64811834
Lucknow Super Giants,Death Overs,2024,"Eden Gardens, Kolkata",Kolkata Knight Riders,Loss,KH Pandya,Batter,4,4,100,,,25,100,,120.272,,77.64811834
Lucknow Super Giants,Death Overs,2024,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Win,KH Pandya,Batter,3,6,50,,,50,50,,110.272,,77.64811834
Lucknow Super Giants,Death Overs,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,KH Pandya,Batter,12,8,150,,,50,150,,120.272,,77.64811834
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Loss,KL Rahul,Batter,22,17,129.41,,,29.41,129.4117647,,128.104,,59.80915732
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Loss,KL Rahul,Batter,15,7,214.29,,,0,214.2857143,,148.104,,59.80915732
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Loss,KL Rahul,Batter,18,10,180,,,20,180,,161.882,,59.80915732
Lucknow Super Giants,Death Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Win,KL Rahul,Batter,14,9,155.56,,,33.33,155.5555556,,162.28,,59.80915732
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Delhi Capitals,Loss,KL Rahul,Batter,21,9,233.33,,,11.11,233.3333333,,182.518,,59.80915732
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,KL Rahul,Batter,31,13,238.46,,,15.38,238.4615385,,204.328,,59.80915732
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Win,KL Rahul,Batter,8,12,66.67,,,41.67,66.66666667,,174.804,,59.80915732
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,KL Rahul,Batter,18,12,150,,,33.33,150,,168.804,,59.80915732
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Win,KL Rahul,Batter,0,3,0,,,100,0,,137.692,,59.80915732
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Win,KL Rahul,Batter,5,3,166.67,,,33.33,166.6666667,,124.36,,59.80915732
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Loss,KL Rahul,Batter,3,3,100,,,33.33,100,,96.668,,59.80915732
Lucknow Super Giants,Death Overs,2024,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Win,KL Rahul,Batter,0,1,0,,,100,0,,83.334,,59.80915732
Lucknow Super Giants,Death Overs,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,KL Rahul,Batter,0,1,0,,,100,0,,53.334,,59.80915732
Lucknow Super Giants,Death Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Win,MA Wood,Batter,1,2,50,,,50,50,,50,5.385,147.4301153
Lucknow Super Giants,Death Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Win,MA Wood,Batter,10,3,333.33,,,33.33,333.3333333,,191.665,5.846666667,147.4301153
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Loss,MP Stoinis,Batter,0,1,0,,,100,0,,0,8.9625,69.20160499
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Win,MP Stoinis,Batter,22,12,183.33,,,33.33,183.3333333,,91.665,5.616666667,69.20160499
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Win,MP Stoinis,Batter,13,10,130,,,30,130,,104.4433333,6.925,69.20160499
Lucknow Super Giants,Death Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Win,MP Stoinis,Batter,2,7,28.57,,,71.43,28.57142857,,85.475,10.42,69.20160499
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Loss,MP Stoinis,Batter,25,12,208.33,,,41.67,208.3333333,,110.046,,69.20160499
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Delhi Capitals,Loss,MP Stoinis,Batter,12,11,109.09,,,36.36,109.0909091,,131.864,,69.20160499
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Win,MP Stoinis,Batter,37,17,217.65,,,41.18,217.6470588,,138.728,,69.20160499
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Win,MP Stoinis,Batter,0,1,0,,,100,0,,112.728,,69.20160499
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Loss,MP Stoinis,Batter,48,16,300,,,18.75,300,,167.014,,69.20160499
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,MP Stoinis,Batter,2,4,50,,,50,50,,135.348,,69.20160499
Lucknow Super Giants,Death Overs,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Loss,MP Stoinis,Batter,16,6,266.67,,,16.67,266.6666667,,166.864,,69.20160499
Lucknow Super Giants,Death Overs,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Loss,MP Stoinis,Batter,9,8,112.5,,,37.5,112.5,,145.834,,69.20160499
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Win,MP Stoinis,Batter,8,9,88.89,,,55.56,88.88888889,,163.612,,69.20160499
Lucknow Super Giants,Death Overs,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Win,MP Stoinis,Batter,37,15,246.67,,,26.67,246.6666667,,152.946,,69.20160499
Lucknow Super Giants,Death Overs,2024,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Win,MP Stoinis,Batter,3,4,75,,,25,75,,157.946,,69.20160499
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Win,Mohsin Khan,Batter,9,10,90,,,50,90,,90,11.52,97.52617884
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Loss,Mohsin Khan,Batter,13,6,216.67,,,16.67,216.6666667,,153.335,8.693333333,97.52617884
Lucknow Super Giants,Death Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Win,Mohsin Khan,Batter,0,1,0,,,100,0,,102.2233333,8.425,97.52617884
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,Mohsin Khan,Batter,2,1,200,,,0,200,,126.6675,7.85,97.52617884
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Win,N Pooran,Batter,2,3,66.67,,,33.33,66.66666667,,172.22,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Loss,N Pooran,Batter,23,13,176.92,,,38.46,176.9230769,,159.032,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Win,N Pooran,Batter,0,2,0,,,100,0,,127.782,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Loss,N Pooran,Batter,8,10,80,,,50,80,,110.924,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Loss,N Pooran,Batter,20,12,166.67,,,41.67,166.6666667,,98.052,,101.9252988
Lucknow Super Giants,Death Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Win,N Pooran,Batter,0,1,0,,,100,0,,84.718,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Win,N Pooran,Batter,2,3,66.67,,,33.33,66.66666667,,62.668,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Punjab Kings,Loss,N Pooran,Batter,24,10,240,,,20,240,,110.668,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Win,N Pooran,Batter,26,10,260,,,0,260,,146.668,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Loss,N Pooran,Batter,25,13,192.31,,,15.38,192.3076923,,151.796,,101.9252988
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Win,N Pooran,Batter,15,10,150,,,40,150,,181.796,,101.9252988
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Loss,N Pooran,Batter,27,14,192.86,,,28.57,192.8571429,,207.034,,101.9252988
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Mumbai Indians,Win,N Pooran,Batter,10,10,100,,,50,100,,179.034,,101.9252988
Lucknow Super Giants,Death Overs,2024,"Eden Gardens, Kolkata",Kolkata Knight Riders,Loss,N Pooran,Batter,31,18,172.22,,,50,172.2222222,,161.478,,101.9252988
Lucknow Super Giants,Death Overs,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Loss,N Pooran,Batter,38,19,200,,,47.37,200,,163.016,,101.9252988
Lucknow Super Giants,Death Overs,2024,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Win,N Pooran,Batter,0,1,0,,,100,0,,133.016,,101.9252988
Lucknow Super Giants,Death Overs,2024,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Loss,N Pooran,Batter,23,11,209.09,,,18.18,209.0909091,,136.262,,101.9252988
Lucknow Super Giants,Death Overs,2024,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Win,N Pooran,Batter,18,15,120,,,40,120,,140.262,,101.9252988
Lucknow Super Giants,Death Overs,2024,"Wankhede Stadium, Mumbai",Mumbai Indians,Loss,N Pooran,Batter,8,5,160,,,60,160,,137.818,,101.9252988
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Win,Naveen-ul-Haq,Batter,11,11,100,,,63.64,100,,100,8.6875,32.77352143
Lucknow Super Giants,Death Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Loss,Naveen-ul-Haq,Batter,2,3,66.67,,,33.33,66.66666667,,83.335,11.25,32.77352143
Lucknow Super Giants,Death Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Mumbai Indians,Win,Naveen-ul-Haq,Batter,1,2,50,,,50,50,,72.22333333,9.875,32.77352143
Lucknow Super Giants,Death Overs,2024,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Win,Naveen-ul-Haq,Batter,2,4,50,,,75,50,,66.6675,10,32.77352143
Lucknow Super Giants,Death Overs,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Win,PN Mankad,Batter,14,10,140,,,40,140,,91.866,,127.0847529
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Win,PVD Chameera,Batter,0,2,0,,,100,0,,0,2.6775,139.7004701
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Win,PVD Chameera,Batter,1,4,25,,,75,25,,12.5,2.903333333,139.7004701
Lucknow Super Giants,Death Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Win,PVD Chameera,Batter,11,5,220,,,40,220,,81.66666667,2.355,139.7004701
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Kolkata Knight Riders,Loss,PVD Chameera,Batter,0,1,0,,,100,0,,61.25,3,139.7004701
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Loss,PVD Chameera,Batter,17,7,242.86,,,14.29,242.8571429,,97.572,,139.7004701
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Gujarat Titans,Loss,PVD Chameera,Batter,1,1,100,,,0,100,,117.572,,139.7004701
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Win,PVD Chameera,Batter,9,8,112.5,,,50,112.5,,135.072,,139.7004701
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Loss,Q de Kock,Batter,54,18,300,,,11.11,300,,181.018,,53.78464744
Lucknow Super Giants,Death Overs,2024,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Loss,Q de Kock,Batter,1,3,33.33,,,66.67,33.33333333,,145.462,,53.78464744
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Win,Ravi Bishnoi,Batter,0,1,0,,,100,0,,0,10.73,76.45860658
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Win,Ravi Bishnoi,Batter,0,1,0,,,100,0,,0,11.97333333,76.45860658
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,Ravi Bishnoi,Batter,3,1,300,,,0,300,,100,9.46,76.45860658
Lucknow Super Giants,Death Overs,2023,"Eden Gardens, Kolkata",Kolkata Knight Riders,Loss,Ravi Bishnoi,Batter,2,3,66.67,,,66.67,66.66666667,,91.6675,9.25,76.45860658
Lucknow Super Giants,Death Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Win,Ravi Bishnoi,Batter,3,2,150,,,0,150,,103.334,,76.45860658
Lucknow Super Giants,Death Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Win,Ravi Bishnoi,Batter,4,5,80,,,80,80,,119.334,,76.45860658
Lucknow Super Giants,Death Overs,2024,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Win,Ravi Bishnoi,Batter,2,2,100,,,0,100,,139.334,,76.45860658
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Win,Ravi Bishnoi,Batter,0,1,0,,,100,0,,79.334,,76.45860658
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,Ravi Bishnoi,Batter,0,1,0,,,100,0,,66,,76.45860658
Lucknow Super Giants,Death Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Win,Swapnil Singh,Batter,2,4,50,,,50,50,,50,9,82.36022601
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Loss,Yudhvir Singh,Batter,0,1,0,,,100,0,,111.11,9,96.03112922
Lucknow Super Giants,Death Overs,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Loss,Yudhvir Singh,Batter,1,1,100,,,0,100,,66.66666667,9,96.03112922
Lucknow Super Giants,Death Overs,2024,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Win,Yudhvir Singh,Batter,0,1,0,,,100,0,,33.33333333,9,96.03112922
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Royal Challengers Bangalore,Loss,A Mishra,Bowler,,,,11,1,16.67,,11,108.33,9.465,85.6960757
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Loss,A Mishra,Bowler,,,,6.5,2,41.67,,6.5,108.33,8.75,85.6960757
Lucknow Super Giants,Death Overs,2024,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Win,Arshad Khan,Bowler,,,,36,0,0,,36,112.9633333,25.285,67.84728417
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Loss,Avesh Khan,Bowler,,,,11,1,50,,11,110,11,119.3745106
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Mumbai Indians,Win,Avesh Khan,Bowler,,,,9,1,50,,9,130,10,119.3745106
Lucknow Super Giants,Death Overs,2022,"Brabourne Stadium, Mumbai",Rajasthan Royals,Loss,Avesh Khan,Bowler,,,,10,0,16.67,,10,175,10,119.3745106
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Loss,Avesh Khan,Bowler,,,,9.5,0,25,,9.5,0,9.875,119.3745106
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Win,Avesh Khan,Bowler,,,,13.71,0,28.57,,13.71,,10.642,119.3745106
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Loss,Avesh Khan,Bowler,,,,10.15,0,7.69,,10.15,,10.472,119.3745106
Lucknow Super Giants,Death Overs,2022,"Dr DY Patil Sports Academy, Mumbai",Sunrisers Hyderabad,Win,Avesh Khan,Bowler,,,,5.14,2,85.71,,5.14,,9.7,119.3745106
Lucknow Super Giants,Death Overs,2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Loss,Avesh Khan,Bowler,,,,9.43,0,35.71,,9.43,,9.586,119.3745106
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Loss,Avesh Khan,Bowler,,,,6,0,50,,6,,8.886,119.3745106
Lucknow Super Giants,Death Overs,2022,"Maharashtra Cricket Association Stadium, Pune",Punjab Kings,Win,Avesh Khan,Bowler,,,,7.38,0,61.54,,7.38,,7.62,119.3745106
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Gujarat Titans,Win,Avesh Khan,Bowler,,,,13.2,1,30,,13.2,,8.23,119.3745106
Lucknow Super Giants,Death Overs,2022,"Wankhede Stadium, Mumbai",Rajasthan Royals,Loss,Avesh Khan,Bowler,,,,10.15,1,15.38,,10.15,,9.232,119.3745106
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Win,Avesh Khan,Bowler,,,,14,0,16.67,,14,,10.146,119.3745106
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Gujarat Titans,Loss,Avesh Khan,Bowler,,,,5,0,33.33,,5,,9.946,119.3745106
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Punjab Kings,Win,Avesh Khan,Bowler,,,,6.86,0,42.86,,6.86,,9.842,119.3745106
Lucknow Super Giants,Death Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Loss,Avesh Khan,Bowler,,,,17,0,8.33,,17,,10.602,119.3745106
Lucknow Super Giants,Death Overs,2023,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai Super Kings,Loss,Avesh Khan,Bowler,,,,8,1,16.67,,8,,10.172,119.3745106
Lucknow Super Giants,Death Overs,2023,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Loss,Avesh Khan,Bowler,,,,10,0,16.67,,10,,9.372,119.3745106
Lucknow Super Giants,Death Overs,2023,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Sunrisers Hyderabad,Loss,Avesh Khan,Bowler,,,,12,1,33.33,,12,,10.772,119.3745106
Lucknow Super Giants,Death Overs,2023,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Win,Avesh Khan,Bowler,,,,7,2,50,,7,,10.8,119.3745106
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Delhi Capitals,Win,JD Unadkat,Bowler,,,,2.57,0,57.14,,2.57,128.57,6.5275,112.5177267
Lucknow Super Giants,Death Overs,2023,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Loss,JD Unadkat,Bowler,,,,13,1,50,,13,128.57,8.3925,112.5177267
Lucknow Super Giants,Death Overs,2023,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,Loss,JD Unadkat,Bowler,,,,18.86,0,14.29,,18.86,128.57,12.1075,112.5177267
